chapter,verse,sanskrit,hindi,english
7,18,उदारा: सर्व एवैतै ज्ञानी त्वालैव मे मतम्। आस्थित: स हि युक्तात्मा मामेवातु तमां गतिम्॥१८॥,"ये सभी उदार हैं, परंतु ज्ञानी तो साक्षात् मेरा स्वरूप ही है, ऐसा मेरा मत है, क्योंकि वह मधुरगत मन-बुद्धिवाला ज्ञानी भक्त अति उत्तम गतिस्वरूप मुझ में ही अच्छी प्रकार स्थित है ॥१८॥","Indeed all these are noble, but the man of wisdom is My very self: such is My view. For such a devotee, who has his mind and intellect merged in Me, is firmly established in Me alone, the highest goal."
7,19,बहूनां जन्मनामन्ते ज्ञानवान्मां प्रपद्यते। वासुदेव: सर्वमिति स महात्मा सुदुर्लभ:॥१९॥,"बहुत जन्मों के अन्त के जन्म में तत्व ज्ञान को प्राप्त पुरुष, सब कुछ वासुदेव ही है—इस प्रकार मुझ को भजता है, वह महात्मा अत्यन्त दुर्लभ है ॥१९॥","In the very last of all births the enlightened soul worships Me, realizing that all this is God. Such a great soul is very rare."
7,20,कामैस्तैर्हितज्ञाना: प्रपद्यन्तेऽन्यदेवताः | तं तं नियममास्थाय प्रकृत्या नियताः स्वया || २० ||,"उन-उन भोगों की कामना द्वारा जिनका ज्ञान हरा जा चुका है, वे लोग अपने स्वभाव से प्रेरित होकर उस-उस नियम को धारण करके अन्य देवताओं को भजते हैं अर्थात पूजते हैं ॥२०॥","Those whose wisdom has been carried away by various desires, being prompted by their own nature, worship other deities adopting rules relating to each."
7,21,यो यो यां यां तं भक्त: श्रद्धयार्चितुमिच्छति | तस्य तस्याचलं श्रद्धा तामेव विदधाम्यहम् || २१ ||,"जो-जो सकाम भक्त जिस-जिस देवता के स्वरूप को श्रद्धा से पूजना चाहता है, उस-उस भक्त की श्रद्धा को मैं उसी देवता के प्रति स्थिर करता हूँ ॥२१॥","Whatever celestial form a devotee (craving) worships with faith, I make that faith of his steady."
7,22,स तया श्रद्धया युक्तस्तस्याराधनमीहते । लभते च ततः कामान्मयैव विहितान्हि तान् ॥२२॥,वह पुरुष उस श्रद्धा से युक्त होकर उस देवता का पूजन करता है और उस देवता से मेरे द्वारा ही विधान किये हुए उन इच्छित भोगों को निःसन्देह प्राप्त करता है ॥२२॥,Endowed with such faith he worship that particular deity and obtains through him without doubt his desired enjoyments as ordained by Myself.
7,23,अन्तवस्तु फलं तेषां तद्भवत्यल्पमेधसाम् । देवान्देवयजो यान्ति मद्भक्ता यान्ति मामपि ॥२३॥,"परंतु उन अल्प बुद्धिवालों का वह फल नाशवानु है तथा वे देवताओं को पूजने वाले देवताओं को प्राप्त होते हैं और मेरे भक्त चाहे जैसे ही भजें, अन्त में वे मुझ को ही प्राप्त होते हैं ॥२३॥","But the results of their worship are limited and perishable; those who worship the gods go to the gods, but My devotees ultimately come to Me."
7,24,अव्यक्तं व्यक्तिमापन्नं मन्यन्ते मामबुद्धयः | परं भावमजानन्तो ममाभ्ययमुत्तमम् ॥२४॥,बुद्धिहीन पुरुष मेरे अनुत्तम अविनाशी परम भाव को न जानते हुए मन-इन्द्रियों से परे मुझ सच्चिदानन्दधन परमात्मा को मनुष्य की भाँति जन्म कर व्यक्ति भाव को प्राप्त हुआ मानते हैं ॥२४॥,"Not knowing My unsurpassable and undecaying supreme nature, the ignorant believe Me, the supreme Spirit beyond the reach of mind and senses, the embodiment of Truth, Knowledge and Bliss, to have assumed a finite form through birth (as an ordinary human being)."
7,25,नाहं प्रकाशः सर्वस्य योगमायासमावृतः । मूढोऽयं नाभिजानाति लोको मामजमव्ययम् ॥२५॥,"अपनी योगमाया से छिपा हुआ मैं सबके प्रकट नहीं होता, इसलिये यह अज्ञानी जनसमुदाय मुझ जन्मरहित अविनाशी परमेश्वर को नहीं जानता अर्थात् मुझको जन्मने-मरनेवाला समझता है ॥२५॥","Veiled by My Yogamaya (divine potency); I am not manifest to all. Hence these ignorant folk fail to recognize Me, the unborn and imperishable Supreme Deity (i.e., consider Me as subject to birth and death). (7.25)"
7,26,वेदाहं समतीतानि वर्तमानानि चार्जुन। भविष्याणि च भूतानि मां तु वेद न कश्चन॥२६॥,"हे अर्जुन! पूर्व में व्यतीत हुए और वर्तमान में स्थित तथा आगे होने वाले सब भूतों को मैं जानता हूँ, परंतु मुझको कोई भी श्रद्धा-भक्तिरहित पुरुष नहीं जानता॥२६॥","Arjuna, I know all beings, past as well as present, nay, even those that are yet to come; but none (devoid of faith and reverence) knows Me."
7,27,इच्छाद्वेषसुमुथेन दन्द्मोहेन भारत । सर्वभूतानि सम्मोहं सर्गे यान्ति परंतप ॥२७॥,हे भारतवंशी अर्जुन! संसार में इच्छा और द्वेष से उत्पन्न सुख-दुःखादि दन्द्द्रूप मोह से सम्पूर्ण प्राणी अत्यन्त अज्ञता को प्राप्त हो रहे हैं ॥२७॥,"O valiant Arjuna, through delusion in the shape of pairs of opposites (such as pleasure and pain etc.), born of desire and hatred, all living creatures in this world are falling a prey to infatuation."
7,28,येषां त्वन्तगतं पापं जनानां पुण्यकर्मणाम् । ते दन्द्मोहनिर्मुक्ता भजन्ते मां दृढव्रताः ॥२८॥,"परंतु निःकाम भाव से श्रेष्ठ कर्मों का आचरण करने वाले जिन पुरुषों का पाप नष्ट हो गया है, वे राग-द्वेषजनित दन्द्द्रूप मोह से मुक्त दृढनिश्चयी भक्त मुझ को सब प्रकार से भजते हैं ॥२८॥","But those who have their sins destroyed by performing the best actions without attachment, they, freed from delusion born of desire and hatred, worship Me with firm determination."
7,29,जारामरणमोक्षाय मामाश्रित्य यतन्ति ये । ते ब्रह्म तद्विदुः कृत्स्नमध्यात्मं कर्म चाखिलम् ॥२९॥,"जो पुरुष जरा और मृत्यु से मुक्त होने के लिये मेरा आश्रय लेते हैं, वे सम्पूर्ण ब्रह्म को, सम्पूर्ण अध्यात्म को और सम्पूर्ण कर्म को जानते हैं ॥२९॥","They who, having taken refuge in Me, strive for deliverance from old age and death know Brahma (the Absolute), the whole Adhyatma (the totality of Jivas or embodied souls), and the entire field of Karma (action). (7.29)"
7,30,साधिभूताधिदैवं मां साधियज्ञं च ये विदुः । प्रयाणकालेऽपि च मां ते विदुर्युक्तचेतसः ॥३०॥,"जो पुरुष अधिभूत, अधिदेव और अधियज्ञ के सहित मुझको जानते हैं, वे संयत चित्तवाले पुरुष मृत्यु के समय भी मुझको जानते हैं ॥३०॥","They who, possessed of a steadfast mind, know Me as comprising Adhibhuta (the field of matter), Adhidaiva (Brahma) and Adhiyajna (the indwelling Divinity as witness), know Me even at the hour of death. (7.30)"
8,1,किं तद्ब्रह्म किंध्यात्मं किं कर्म पुरुषोत्तम। अधिभूतं च किं प्रोतमधिदैवं किमुच्यते॥१॥,अर्जुन ने कहा—हे पुरुषोत्तम! वह ब्रह्म क्या है? अध्यात्म क्या है? कर्म क्या है? अधिभूत नाम से क्या कहा गया है और अधिदैव किसको कहते हैं॥१॥,"Arjuna said: Krsna, what is that Brahma (Absolute), what is Adhyatma (Spirit), and what is Karma (Action)? What is called Adhibhuta (Matter) and what is termed as Adhidaiva (divine intelligence)?"
8,2,अधियज्ञः कः तत्र देहेऽस्मिन् मधुसूदन । प्रयाणकाले च कः ज्ञेयोऽसि नियतात्मभिः ॥२॥,हे मधुसूदन! यहाँ अधियज्ञ कौन है? और वह इस शरीर में कैसे है? तथा युक्तचित्त वाले पुरुषों द्वारा अन्त समय में आप किस प्रकार जानने में आते हैं ॥२॥,"Krsna, who is Adhiyajña here and how does he dwell in the body? And how are You to be realized at the time of death by those of steadfast mind?"
8,3,अक्षरं ब्रह्म परमं स्वभावोऽध्यात्ममुच्यते । भूतभावोऽभवकरो विसर्गः कर्मसंञ्जितः ॥३॥,"श्रीभगवान ने कहा—परम अक्षर 'ब्रह्म' है, अपना स्वरूप अर्थात् जीवात्मा 'अध्यात्म' नाम से कहा जाता है तथा भूतों के भाव को उत्पन्न करने वाला जो त्याग है, वह 'कर्म' नाम से कहा गया है ॥३॥",Sri Bhagavan said: The supreme Indestructible is Brahma; one’s own self (the individual soul) is called Adhyatma; and the cause of the origin of beings is called Karma.
8,4,अधिभूतं क्षरो भावः पुरुषश्चाधिदैवतम् | अधियज्ञोऽहमेवात्र देहे देहभूतां वर || ४ ||,"उत्पत्ति-विनाश धर्म वाले सब पदार्थ अधिभूत हैं, हिरण्यमय पुरुष अधिदेव है और हे देहधारियों में श्रेष्ठ अर्जुन! इस शरीर में मैं वासुदेव ही अन्तर्मी रूप से अधियज्ञ हूँ ॥४॥","All perishable objects are Adhibhuta; the shining Purusa (Brahma) is Adhidaiva; and in this body I Myself, dwelling as the inner witness, am Adhiyajña, O Arjuna! (4)"
8,5,अन्तकाले च मामेव स्मरन्मुक्त्वा कलेवरम् | यः प्रयाति स मद्भावं याति नास्त्यत्र संशयः || ५ ||,"जो पुरुष अन्तकाल में भी मुझको ही स्मरण करता हुआ शरीर को त्याग कर जाता है, वह मेरे साक्षात् स्वरूप को प्राप्त होता है—इसमें कुछ भी संशय नहीं है ॥५॥","Whoever, at the time of death, remembering Me alone, quits his body, he attains My being; there is no doubt about this. (5)"
8,6,यं यं वापि स्मरन्भावं त्यजत्यन्ते कलेवरम् । तं तमेवैति कौन्तेय सदा तद्भावभावितः ॥६॥,"हे कुंती पुत्र अर्जुन! यह मनुष्य अन्तकाल में जिस-जिस भी भावको स्मरण करता हुआ शरीर को त्याग करता है, उस-उसको ही प्राप्त होता है; क्योंकि वह सदा उसी भाव से भावित रहा है ॥६॥","Arjuna, thinking of whatever entity one leaves the body at the time of death, that and that alone one attains, being ever absorbed in its thought."
8,7,तस्मात्सर्वेषु कालेषु मामनुस्मर युध्य च । मय्यर्पितमनोबुद्धिर्मामेवैष्यस्यसंशयम् ॥७॥,"इसलिए हे अर्जुन! सभी कालों में मुझको स्मरण करते हुए युद्ध करो, और मुझमें मन, बुद्धि और चित्त को समर्पित कर दो; निश्चय ही मैं तुम्हारे पास आऊँगा, इसमें कोई संदेह नहीं।","Therefore, Arjuna, at all times remember Me and fight. With your mind and intellect dedicated to Me, you will surely come to Me without doubt."
8,8,अभ्यासयोगयुक्तेन चेतसा नान्यगामिना । परं पुरुषं दिव्यं याति पार्थनुचिन्तयन् ॥८॥,"हे पार्थ ! यह नियम है कि परमेश्वर के ध्यान के अभ्यास रूप योग से युक्त, दूसरी और न जाने वाले चित से निरन्तर चिन्तन करता हुआ मनुष्य परम प्रकाश स्वरूप दिव्य पुरुष को अर्थात् परमेश्वर को ही प्राप्त होता है ॥८॥","Arjuna, he who with his mind disciplined through Yoga in the form of practice of meditation and thinking of nothing else, is constantly engaged in contemplation of God attains the supremely effulgent divine Purusa (God)."
8,9,कविं पुराणमनुशासितारमणोरणीयांसमनुस्मरेद्यः । सर्वस्य धातारमचिन्त्यरूपमादित्यवर्णं तमसः परस्तात् ॥९॥,"जो पुरुष सर्वज्ञ, अनादि, सबके नियन्ता, सूक्ष्म से भी अति सूक्ष्म, सबके धारण-पोषण करने वाले अचिन्त्य स्वरूप, सूर्य के सदृश नित्य चेतन प्रकाश रूप और अविद्या से अति परे, शुद्ध सच्चिदानन्दघन परमेश्वर का स्मरण करता है ॥९॥","He who contemplates on the all-wise, ageless Being, the Ruler of all, subtler than the subtle, the universal sustainer, possessing a Form beyond human conception, refulgent like the sun and far beyond the darkness of ignorance. (8.9)"
8,10,प्रयाणकाले मनसाचलेन भक्त्या युक्तो योगबलनेन चैव । शुभोर्मध्ये प्राणमावेश्य सम्यक् स तं परं पुरुषमुपैति दिव्यम् ॥१०॥,"वह भक्तियुक्त पुरुष अन्तकाल में भी योगबल से भृकुटी के मध्य में प्राण को अच्छी प्रकार स्थापित करके, फिर निश्चल मन से स्मरण करता हुआ उस दिव्य स्वरूप परम पुरुष परमात्मा को ही प्राप्त होता है ॥१०॥","At the time of departure, with a mind steady in devotion and united by the strength of yoga, firmly establishing the life force in the middle of the eyebrows, one attains that supreme divine person."
8,11,यददर्शं वेदविदो वदन्ति विशन्ति यधतयो वीतरागाः । यदिच्छन्तो ब्रह्चर्यं चरन्ति तत्ते पदं संप्रहेण प्रवक्ष्ये ॥११॥,"वेद के जानने वाले विद्वान्‌ जिस सच्चिदानन्दधन रूप परमपद को अविनाशी कहते हैं, आसक्ति रहित यतशील संन्यासी महात्माजन जिसमें प्रवेश करते हैं और जिस परमपद को चाहने वाले ब्रह्मचारी लोग ब्रह्चर्य का आचरण करते हैं, उस परम पद को मैं तेरे लिये संक्षेप से कहूँगा ॥११॥","I shall tell you briefly about that supreme goal (viz., God who is an embodiment of Truth, Knowledge and Bliss), which the knowers of the Veda term as the Indestructible; which striving recluses free from passion enter, and"
8,12,सर्वद्वाराणि संयम्य मनो हृदि निरुद्धं च। मूर्ध्न्याधायात्मनः प्राणमास्थितो योगधारणाम्॥१२॥,"सब इन्द्रियों के द्वारों को रोककर तथा मन को हृदयेश में स्थिर करके, फिर उस जीते हुए मन के द्वारा प्राण को मस्तक में स्थापित करके, परमात्म संबंधी योगधारणा में स्थित होकर जो पुरुष ‘ॐ’ इस एक अक्षररूप ब्रह्म का चिंतन करता हुआ शरीर को त्याग कर जाता है, वह पुरुष परमगति को प्राप्त होता है॥१२॥","Having closed all the doors of the senses, and firmly holding the mind in the cavity of the heart, and then fixing the life-breath in the head, and thus remaining steadfast in Yogic concentration on God, he who leaves the body and departs uttering the one indestructible Brahma, Om, and dwelling on Me in My absolute aspect, reaches the supreme goal."
8,13,ओमित्येकाक्षरं ब्रह्म व्याहरन्मामुस्मरन्। यः प्रयाति त्यजन्देहं स याति परमां गतिम्॥१३॥,"सब इन्द्रियों के द्वारों को रोककर तथा मन को हृदयेश में स्थिर करके, फिर उस जीते हुए मन के द्वारा प्राण को मस्तक में स्थापित करके, परमात्म संबंधी योगधारणा में स्थित होकर जो पुरुष ‘ॐ’ इस एक अक्षररूप ब्रह्म का चिंतन करता हुआ शरीर को त्याग कर जाता है, वह पुरुष परमगति को प्राप्त होता है॥१३॥","Having closed all the doors of the senses, and firmly holding the mind in the cavity of the heart, and then fixing the life-breath in the head, and thus remaining steadfast in Yogic concentration on God, he who leaves the body and departs uttering the one indestructible Brahma, Om, and dwelling on Me in My absolute aspect, reaches the supreme goal."
8,14,अनन्यचेताः सततं यो मां स्मरति निरतः । तस्याहं सुलभः पार्थ नित्ययुक्तस्य योगिनः ॥१४॥,"हे अर्जुन ! जो पुरुष मुझ में अनन्यचित होकर सदा ही निरंतर मुझ पुरुषोत्तम को स्मरण करता है, उस नित्य-निरंतर मुझमें युक्त हुए योगी के लिये मैं सुलभ हूँ, अर्थात उसे सहज ही प्राप्त हो जाता हूँ ॥१४॥","Arjuna, whosoever always and constantly thinks of Me with undivided mind, to that Yogi ever absorbed in Me I am easily attainable."
8,15,मामुपेत्य पुनर्जन्म दुःखालयमशाश्वतम् । नाप्नुवन्ति महात्मानः संसिद्धिं परमां गताः ॥१५॥,परम सिद्धि को प्राप्त महात्माजन मुझ को प्राप्त होकर दुःखों के घर एवं क्षणभंगुर पुनर्जन्म को नहीं प्राप्त होते ॥१५॥,"Having attained Me, the great souls who have reached the supreme perfection do not take birth again in this miserable and temporary world."
8,16,आब्रभुवनल्लोकाः पुनरावर्तिनोर्जुन । मामुपेत्य तु कौन्तेय पुनर्जन्म न विद्यते ॥१६॥,"हे अर्जुन ! ब्रह्मलोकपर्यन्त सब लोक पुनरावर्ती हैं, परंतु हे कुन्ती पुत्र ! मुझ को प्राप्त होकर पुनर्जन्म नहीं होता; क्योंकि मैं कालातीत हूँ और यह सब ब्रह्मादि के लोक काल के द्वारा सीमित होने से अनित्य हैं ॥१६॥","Great souls, who have attained the highest perfection, having come to Me, are no more subjected to rebirth, which is the abode of sorrow, and transient by nature."
8,17,सहस्रयुगपर्यन्तमहर्यद्ब्रह्मणो विदुः । रात्रिं युगसहस्रान्तां तेऽहोरात्रविदो जनाः ॥१७॥,"चतुर्युगात्मक की अवधि वाला और रात्रि की भी एक हजार चतुर्युगात्मक की अवधि वाली जो पुरुष तत्स्त्य को जानते हैं, वे योगीगण काल के तत्व को जानने वाले हैं ॥१७॥","Those Yogis who know from realization Brahma’s day as covering a thousand Mahayugas, and his night as ending in a thousand Mahayugas, know the reality about time. (8.17)"
8,18,अव्यक्ताद्व्यक्तयः सर्वाः प्रभवन्त्यहरागमे । रात्र्यागमे प्रलीयन्ते तत्रैवव्यक्तसंज्ञके ॥१८॥,सम्पूर्ण चराचर भूतगण ब्रह्मा के दिन के प्रवेशकाल में अव्यक्त से अर्थात् ब्रह्मा के सूक्ष्म शरीर से उत्पन्न होते हैं और ब्रह्मा की रात्रि के प्रवेशकाल में उस अव्यक्त नामक ब्रह्मा के सूक्ष्म शरीर में ही लीन हो जाते हैं॥१८॥,"All embodied beings emanate from the Unmanifest (i.e., Brahma’s subtle body) at the coming of the cosmic day; at the cosmic nightfall they merge into the same subtle body of Brahma, known as the Unmanifest."
8,19,भूतग्राहः स एवायं भूत्वा भूत्वा प्रलीयते | रात्र्यागमेवशशः पार्थ प्रभवत्यहरागमे || १९ ||,हे पार्थ! वहीं यह भूत समुदाय उत्पन्न हो-होकर प्रकृति के वश में हुआ रात्रि के प्रवेश काल में लीन होता है और दिन के प्रवेश काल में फिर उत्पन्न होता है ॥१९॥,"Arjuna, this multitude of beings, being born again and again, is dissolved under compulsion of its nature at the coming of the cosmic night, and rises again at the commencement of the cosmic day."
8,20,परस्तमात् भावोऽज्योत्योऽव्यक्तोऽव्यक्तात्सनातनः | यः स सर्वेषु भूतेषु नश्यत्स न विनश्यति || २० ||,"उस अव्यक्त से भी अति परे दूसरा अर्थात् विलक्षण जो सनातन अव्यक्त भाव है, वह परम दिव्य पुरुष सब भूतों के नष्ट होने पर भी नष्ट नहीं होता ॥२०॥","Beyond that is another, beyond the unmanifest, the eternal unmanifested. He is the Supreme Divine Person who does not perish even when all beings perish."
8,21,अव्यकोऽक्षर इत्युक्तस्तमाहुः परमां गतिम् | यं प्राप्य न निवर्तन्ते तद्धाम परमं मम॥२१॥,"जो अव्यक्त 'अक्षर' इस नाम से कहा गया है, उसी अक्षर नामक अव्यक्त भाव को परमगति कहते हैं तथा जिस सनातन अव्यक्त भाव को प्राप्त होकर मनुष्य वापस नहीं आते, वह मेरा परम धाम है ॥२१॥","The same Unmanifest which has been spoken of as the Indestructible is also called the supreme Goal; that again is My supreme Abode, attaining which they return not to this mortal world."
8,22,पुरुषः स परः पार्थ भक्त्या लभ्यस्त्वनन्यया । यस्यान्तःस्थानि भूतानि येन सर्वमिदं ततम् ॥२२॥,"हे पार्थ! जिस परमात्मा के अन्तर्गत सर्वभूत हैं और जिस सच्चिदानन्दघन परमात्मा से यह समस्त जगत् परिपूर्ण है, वह सनातन अद्वितीय परम पुरुष तो अनन्य भक्ति से ही प्राप्त होने योग्य है ॥२२॥","Arjuna, that eternal unmanifest supreme Purusa in whom all beings reside, and by whom all this is pervaded, is attainable only through exclusive Devotion. (8.22)"
8,23,यत्र काले तवानाग्निमावृतिं चैव योगिनः । प्रयाता यान्ति तं कालं वक्ष्यामि भरतर्षभ ॥२३॥,"हे अर्जुन ! जिस काल में शरीर त्यागकर गये हुए योगीजन तो वापस न लौटनेवाली गति को और जिस काल में गये हुए वापस लौटनेवाली गति को ही प्राप्त होते हैं, उस काल को अर्थात् दोनों मार्गों को कहूँगा ॥२३॥","Arjuna, I shall now tell you the time (path) departing when Yogis do not return, and the time when they do return; I shall explain both, O best of the Bharatas. (23)"
8,24,अग्निज्योतिरः शुक्लः षण्मासा उत्तरायणम् | तत्र प्रयाता गच्छन्ति ब्रह्म ब्रह्मविदो जनाः ॥२४॥,"जिस मार्ग में ज्योतिमय अग्नि अभिमानी देवता है, दिन का अभिमानी देवता है, शुक्ल पक्ष का अभिमानी देवता है और उत्तरायण के षष् महीनों का अभिमानी देवता है, उस मार्ग में मरकर गये हुए ब्रह्मवेत्ता योगीजन उपयुक्त देवताओं द्वारा क्रम से ले जाये जाकर ब्रह्म को प्राप्त होते हैं ॥२४॥","(Of the two paths) the one is that which are stationed the all-effulgent fire-god and the deities presiding over daylight, the bright fortnight, and the six months of the northward course of the sun respectively; proceeding along it after death Yogis, who have known Brahma, being successively led by the above gods, finally reach Brahma."
8,25,धूमो रात्रिस्तथा कृष्णः षण्मासा दक्षिणायनम् । तत्र चन्द्रमसं ज्योतियोगी प्राप्य निवर्तते ॥२५॥,"जिस मार्ग में धूमाभिमानी देवता है, रात्रि-अभिमानी देवता है तथा कृष्ण पक्ष का अभिमानी देवता है और दक्षिणायन के छः महीनों का अभिमानी देवता है, उस मार्ग में मरकर गया हुआ सकाम कर्म करने वाला योगी उपयुक्त देवताओं द्वारा क्रम से ले गया हुआ चन्द्रमा की ज्योति को प्राप्त होकर स्वर्ग में अपने शुभ कर्मों का फल भोगकर वापस आता है ॥२५॥","The other path is that wherein are stationed the gods presiding over smoke, night, the dark fortnight, and the six months of the southward course of the sun; the Yogi (devoted to action with an interested motive) taking to this path after death is led by the above gods, one after another, and attaining the lustre of the moon (and enjoying the fruit of this meritorious deeds in heaven) returns to this mortal world."
8,26,शुक्लकृष्णे गती ह्येते जगतः शाश्वते मते । एकया यात्यनावृत्तिमन्ययावर्तते पुनः ॥२६॥,"क्योंकि जगत के ये दो प्रकार के – शुक्ल और कृष्ण अर्थात् देवयान और पितृयान मार्ग सनातन माने गये हैं। इनमें एक के द्वारा गया हुआ – जिससे वापस नहीं लौटना पड़ता, उस परम गति को प्राप्त होता है और दूसरे के द्वारा गया हुआ फिर वापस आता है अर्थात् जन्म-मृत्यु को प्राप्त होता है ॥२६॥","For these two paths of the world, the bright and the dark, are considered to be eternal. Proceeding by one of them, one reaches the supreme state from which there is no return; and proceeding by the other, one returns to the mortal world, i.e., becomes subject to birth and death once more. (8.26)"
8,27,नेते स्तृीती पार्थ जानन्योगी मुह्यति कश्चन । तस्मात्सर्वेषु कालेषु योगयुक्तो भवार्जुन ॥२७॥,हे पार्थ! इस प्रकार इन दोनों मार्गों को तत्व से जानकर कोई भी योगी मोहित नहीं होता। इस कारण हे अर्जुन! तू सब काल में समबुद्धि रूप योग से युक्त हो अर्थात् निरन्तर मेरी प्राप्ति के लिये साधन करने वाला हो ॥२७॥,"Knowing thus the secret of these two paths, O son of Kunti, no Yogi gets deluded. Therefore, Arjuna, at all times be steadfast in Yoga in the form of equanimity (i.e., strive constantly for My realization). (8.27)"
8,28,वेदेषु यज्ञेषु तपसु चैव दानेषु यत्पुण्यफलं प्रदिष्टम् | अत्येति तत्सर्वविदं विदित्वा योगी परं स्थानमुपैति चाध्यम् ॥ २८ ॥,"योगी पुरुष इस रहस्य को तत्व से जानकर वेदों के पढ़ने में तथा यज्ञ, तप और दानादि के करने में जो पुण्यफल कहा है, उस सबको निःसन्देह उल्लंघन कर जाता है और सनातन परमपद को प्राप्त होता है ॥ २८ ॥","The Yogi, realizing this profound truth, doubtless transcends all the rewards, ascribed in the scriptures to the study of the Vedas, as well as to the performance of sacrifices, austerities and charities, and attains the beginningless supreme state."
9,1,इदं तु ते गुह्यतमं प्रवक्ष्याम्यनसूयवे | ज्ञानं विज्ञानसहितं यज्ज्ञात्वा मोक्ष्यसेऽशुभात् ॥ ९।१॥,"श्रीभगवान बोले – तुझ दोष दृष्टि रहित भक्त के लिये इस परम गोपनीय विज्ञान सहित ज्ञान को पुनः भलीभाँति कहूँगा, जिसको जानकर तू दुःख रूप संसार से मुक्त हो जायेगा ॥९॥","Sri Bhagavan said: To you, who are devoid of the carping spirit, I shall now unfold the most secret knowledge of Nirguna Brahma along with the knowledge of manifest Divinity, knowing which you shall be free from the evil of worldly existence."
9,2,राजविद्या राजगुह्यं पवित्रमिदमुत्तमम् | प्रत्यक्षावगमं धर्म्यं सुसुखं कर्तुमव्ययम् || २ ||,"यह विज्ञान सहित ज्ञान सब विद्याओं का राजा, सब गोपनीयों का राजा, अति पवित्र, अति उत्तम, प्रत्यक्ष फलवाला, धर्मयुक्त, साधन करने में बड़ा सुगम और अविनाशी है ॥ २ ॥","This knowledge of both the Nirguna and Saguna aspects of Divinity is a sovereign science, a sovereign secret, supremely holy, most excellent, directly enjoyable, attended with virtue, very easy to practise and imperishable."
9,3,अश्रद्धधानाः पुरुषा धर्मस्यास्य परंतप | अप्राप्य मां निवर्तन्ते मृत्युसंसारवर्त्मनि || ३ ||,हे परंतप! इस उपयुक्त धर्म में श्रद्धा रहित पुरुष मुझको न प्राप्त होकर मृत्यु रूप संसार चक्र में भ्रमण करते रहते हैं ॥ ३ ॥,"O Arjuna, those who have no faith in this dharma, O conqueror of enemies, they do not attain Me, but return to the cycle of birth and death."
9,4,मया तत्मिदं सर्वं जगदव्यक्तमूर्तिना । मत्स्थानि सर्वभूतानि न चाहं तेष्ववस्थितः ॥४॥,"मुझे निराकार परमात्मा से यह सब जगत् जल से बरफ के सदृश परिपूर्ण है और सब भूत मेरे अन्तर्गत संकल्प के आधार स्थित हैं, किंतु वास्तव में मैं उनमें स्थित नहीं हूँ ॥४॥","The whole of this universe is permeated by Me as unmanifest Divinity, and all beings rest on the idea within Me. Therefore, really speaking, I am not present in them."
9,5,न च मत्स्थानि भूतानि पश्य मे योगमेश्वरम् । भूतभृन्न च भूतस्थो ममात्मा भूतभावनः ॥५॥,वे सब भूत मुझ में स्थित नहीं हैं; किंतु मेरी ईश्वरीय योगशक्ति को देख कि भूतों का धारण- पोषण करने वाला और भूतों को उत्पन्न करने वाला भर मेरा आत्मा वास्तव में भूतों में स्थित नहीं है ॥५॥,"Not in beings do I abide, behold My divine Yoga power. I am the sustainer and creator of beings, yet My Self is not in them."
9,6,यथाकाशस्थितो नित्यं वायु: सर्वत्रगो महान् | तथा सर्वाणि भूतानि मत्स्थानीत्युपधारय || ६ ||,"जैसे आकाश से उत्पन्न सर्वत्र विचरने वाला महान् वायु सदा आकाश में ही स्थित है, वैसे ही मेरे संकल्प द्वारा उत्पन्न होने से सम्पूर्ण भूत मुझ में स्थित हैं, ऐसा जान || ६ ||","Just as the extensive air, which is moving everywhere, (being born of ether) ever remains in ether, likewise know that all beings (who have originated from My thought) abide in Me."
9,7,सर्वभूतानि कौन्तेय प्रकृतिं यान्ति मामिकाम् । कल्पक्षये पुनस्तानि कल्पादौ विसृजाम्यहम् ॥७॥,हे अर्जुन ! कल्पों के अन्त में सब भूत मेरी प्रकृति को प्राप्त होते हैं अर्थात् प्रकृति में लीन होते हैं और कल्पों के आदि में उनको मैं फिर रचता हूँ ॥७॥,"Arjuna, during the Final Dissolution all beings enter My Prakrti (the prime Cause), and at the beginning of creation, I send them forth again."
9,8,प्रकृतिं स्वामवष्टभ्य विसृजामि पुनः पुनः । भूतग्राममिमं कृत्स्नमवशं प्रकृतेर्वशात् ॥८॥,अपनी प्रकृति को अंगीकार करके स्वभाव के बल से परतन्त्र हुए इस सम्पूर्ण भूत समुदाय को बार-बार उनके कर्मों के अनुसार रचता हूँ ॥८॥,"Wielding My Nature I release, again and again, (according to their respective Karmas) all this multitude of beings subject to the influence of their own nature."
9,9,न च मां तानि कर्माणि निवन्धन्ति धनञ्जय | उदासीनवदासीन्मसलं तेषु कर्मसु ॥६।॥,हे अर्जुन! उन कर्मों में आसक्ति रहित और उदासीन के सदृश स्थित मुझ परमात्मा को वे कर्म नहीं बाँधते ॥६॥,"Arjuna, those actions, however, do not bind Me, unattached as I am to such actions and standing apart as it were."
